ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
OPDG,medium_airport,Dera Ghazi Khan Airport,"70.48590087890625, 29.961000442504883",492,AS,PK,PK-PB,Dera Ghazi Khan,OPDG,DEA,
OPDI,medium_airport,Dera Ismael Khan Airport,"70.89659881591797, 31.909400939941406",594,AS,PK,PK-NW,Dera Ismael Khan,OPDI,DSK,
OPFA,medium_airport,Faisalabad International Airport,"72.99479675292969, 31.364999771118164",591,AS,PK,PK-PB,Faisalabad,OPFA,LYP,
OPGD,medium_airport,Gwadar International Airport,"62.329498291015625, 25.233299255371094",36,AS,PK,PK-BA,Gwadar,OPGD,GWD,
OPGT,medium_airport,Gilgit Airport,"74.33360290527344, 35.918800354003906",4796,AS,PK,PK-NA,Gilgit,OPGT,GIL,
OPJA,medium_airport,Shahbaz Air Base,"68.44969940185547, 28.28420066833496",185,AS,PK,PK-SD,Jacobabad,OPJA,JAG,
OPJI,small_airport,Jiwani Airport,"61.8054008484, 25.067800521900004",186,AS,PK,PK-BA,Jiwani,OPJI,JIW,
OPKC,medium_airport,Jinnah International Airport,"67.160797, 24.9065",100,AS,PK,PK-SD,Karachi,OPKC,KHI,
OPKD,small_airport,Hyderabad Airport,"68.3660964966, 25.318099975599996",130,AS,PK,PK-SD,Hyderabad,OPKD,HDD,
OPKH,small_airport,Khuzdar Airport,"66.6473007202, 27.790599823",4012,AS,PK,PK-BA,Khuzdar,OPKH,KDD,
OPKL,small_airport,Kalat Airport,"66.51667022705078, 29.133333206176758",6100,AS,PK,PK-BA,Kalat,OPKL,KBH,
OPKT,small_airport,Kohat Airport,"71.4400024414, 33.5699996948",1650,AS,PK,PK-NW,Kohat,OPKT,OHT,
OPLA,medium_airport,Alama Iqbal International Airport,"74.40360260009766, 31.5216007232666",712,AS,PK,PK-PB,Lahore,OPLA,LHE,
OPLL,small_airport,Loralai Airport,"68.6135025024414, 30.355499267578125",4631,AS,PK,PK-BA,Loralai,OPLL,LRG,
OPMA,medium_airport,Mangla Airport,"73.63839721679688, 33.05009841918945",902,AS,PK,PK-PB,Mangla,OPMA,XJM,
OPMF,medium_airport,Muzaffarabad Airport,"73.50859832763672, 34.3390007019043",2691,AS,PK,PK-JK,Muzaffarabad,OPMF,MFG,
OPMI,medium_airport,Mianwali Air Base,"71.5707015991211, 32.5630989074707",690,AS,PK,PK-PB,Mianwali,OPMI,MWD,
OPMJ,medium_airport,Moenjodaro Airport,"68.14309692382812, 27.3351993560791",154,AS,PK,PK-SD,Moenjodaro,OPMJ,MJD,
OPMK,medium_airport,Mirpur Khas Air Base,"69.07279968261719, 25.6825008392334",60,AS,PK,PK-SD,Mirpur Khas,OPMK,MPD,
OPMP,small_airport,Sindhri Tharparkar Airport,"69.07279968261719, 25.68280029296875",51,AS,PK,PK-SD,Sindhri,OPMP,MPD,
OPMS,medium_airport,Minhas Air Base,"72.4009017944, 33.8690986633",1023,AS,PK,PK-PB,Kamra,OPMS,ATG,
OPMT,medium_airport,Multan International Airport,"71.41909790039062, 30.20319938659668",403,AS,PK,PK-PB,Multan,OPMT,MUX,
OPNH,medium_airport,Shaheed Benazirabad Airport,"68.390099, 26.2194",95,AS,PK,PK-SD,Nawabashah,OPNH,WNS,
OPNK,small_airport,Nushki Airport,"66.02330017089844, 29.538999557495117",3200,AS,PK,PK-BA,Nushki,OPNK,NHS,
OPOR,small_airport,Ormara Airport,"64.58599853519999, 25.274700164799995",10,AS,PK,PK-BA,Ormara Raik,OPOR,ORW,
OPPC,small_airport,Parachinar Airport,"70.0716018677, 33.902099609400004",5800,AS,PK,PK-TA,Parachinar,OPPC,PAJ,
OPPG,medium_airport,Panjgur Airport,"64.13249969482422, 26.954500198364258",3289,AS,PK,PK-BA,Panjgur,OPPG,PJG,
OPPI,medium_airport,Pasni Airport,"63.34510040283203, 25.29050064086914",33,AS,PK,PK-BA,Pasni,OPPI,PSI,
OPPS,medium_airport,Peshawar International Airport,"71.51460266113281, 33.993900299072266",1158,AS,PK,PK-NW,Peshawar,OPPS,PEW,
OPQT,medium_airport,Quetta International Airport,"66.93779754638672, 30.251399993896484",5267,AS,PK,PK-BA,Quetta,OPQT,UET,
OPRK,medium_airport,Shaikh Zaid Airport,"70.27960205078125, 28.383899688720703",271,AS,PK,PK-PB,Rahim Yar Khan,OPRK,RYK,
OPRN,large_airport,Benazir Bhutto International Airport,"73.09919738769531, 33.61669921875",1668,AS,PK,PK-IS,Islamabad,OPRN,ISB,
OPRT,medium_airport,Rawalakot Airport,"73.79810333251953, 33.849700927734375",5479,AS,PK,PK-JK,Rawalakot,OPRT,RAZ,
OPSB,small_airport,Sibi Airport,"67.847900390625, 29.571199417114258",436,AS,PK,PK-BA,Sibi,OPSB,SBQ,
OPSD,medium_airport,Skardu Airport,"75.53600311279297, 35.33549880981445",7316,AS,PK,PK-NA,Skardu,OPSD,KDU,
OPSK,medium_airport,Sukkur Airport,"68.79170227050781, 27.722000122070312",196,AS,PK,PK-SD,Mirpur Khas,OPSK,SKZ,
OPSN,medium_airport,Sehwan Sharif Airport,"67.71720123291016, 26.473100662231445",121,AS,PK,PK-SD,Sehwan Sharif,OPSN,SYW,
OPSR,medium_airport,Mushaf Air Base,"72.66500091552734, 32.04859924316406",614,AS,PK,PK-PB,Sargodha,OPSR,SGI,
OPSS,medium_airport,Saidu Sharif Airport,"72.35279846191406, 34.8135986328125",3183,AS,PK,PK-NW,Saidu Sharif,OPSS,SDT,
OPST,large_airport,Sialkot Airport,"74.3638916016, 32.5355567932",837,AS,PK,PK-PB,Sialkot,OPST,SKT,
OPSU,medium_airport,Sui Airport,"69.1769027709961, 28.645099639892578",763,AS,PK,PK-BA,Sui,OPSU,SUL,
OPSW,small_airport,Sahiwal Airport,"72.39167022705078, 31.88944435119629",570,AS,PK,PK-PB,Sahiwal,OPSW,SWN,
OPTA,small_airport,Tarbela Dam Airport,"72.61139678960001, 33.9860992432",1114,AS,PK,PK-NW,Tarbela,OPTA,TLB,
OPTH,small_airport,Talhar Airport,"68.8384017944336, 24.84149932861328",28,AS,PK,PK-SD,Badin,OPTH,BDN,
OPTT,small_airport,Taftan Airport,"61.595401763916016, 28.96419906616211",2742,AS,PK,PK-BA,Taftan,OPTT,TFT,
OPTU,medium_airport,Turbat International Airport,"63.03020095825195, 25.986400604248047",498,AS,PK,PK-BA,Turbat,OPTU,TUK,
OPWN,small_airport,Wana Airport,"69.57039642333984, 32.3046989440918",4550,AS,PK,PK-TA,Waana,OPWN,WAF,
OPZB,medium_airport,Zhob Airport,"69.4636001586914, 31.358400344848633",4728,AS,PK,PK-BA,Fort Sandeman,OPZB,PZH,
ORAA,medium_airport,Al Asad Air Base,"42.4412002563, 33.7855987549",618,AS,IQ,IQ-AN,Hīt,ORAA,IQA,
ORAT,medium_airport,Al Taqaddum Air Base,"43.597099304199, 33.33810043335",275,AS,IQ,IQ-AN,Al Habbaniyah,ORAT,TQD,
ORBB,small_airport,Bamarni Airport,"43.2666015625, 37.09880065917969",3455,AS,IQ,IQ-DA,Bamarni,ORBB,BMN,
ORBD,medium_airport,Joint Base Balad,"44.361598968500005, 33.940200805699995",161,AS,IQ,IQ-SD,Balad,ORBD,XQC,
ORBI,large_airport,Baghdad International Airport,"44.2346000671, 33.262500762900004",114,AS,IQ,IQ-BG,Baghdad,ORBI,BGW,
ORBM,medium_airport,Mosul International Airport,"43.14739990234375, 36.30580139160156",719,AS,IQ,IQ-NI,Mosul,ORBM,OSB,
ORER,medium_airport,Erbil International Airport,"43.963199615478516, 36.23759841918945",1341,AS,IQ,IQ-AR,Arbil,ORER,EBL,
ORKK,medium_airport,Kirkuk Air Base,"44.348899841308594, 35.46950149536133",1061,AS,IQ,IQ-TS,Kirkuk,ORKK,KIK,
ORMM,large_airport,Basrah International Airport,"47.66210174560547, 30.549100875854492",11,AS,IQ,IQ-BA,Basrah,ORMM,BSR,
ORNI,small_airport,Al Najaf International Airport,"44.404317, 31.989853",103,AS,IQ,IQ-NA,Najaf,ORNI,NJF,
ORQW,medium_airport,Qayyarah West Airport,"43.125099182099994, 35.76720047",749,AS,IQ,IQ-NI,Qayyarah,ORQW,RQW,
ORSU,medium_airport,Sulaymaniyah International Airport,"45.316738128699996, 35.5617485046",2494,AS,IQ,IQ-SW,Sulaymaniyah,ORSU,ISU,OSO
OSAP,large_airport,Aleppo International Airport,"37.22439956665039, 36.18069839477539",1276,AS,SY,SY-HL,Aleppo,OSAP,ALP,
OSDI,large_airport,Damascus International Airport,"36.51559829711914, 33.4114990234375",2020,AS,SY,SY-DI,Damascus,OSDI,DAM,
OSDZ,medium_airport,Deir ez-Zor Air Base,"40.175999, 35.2854",700,AS,SY,SY-DY,Deir ez-Zor,OSDZ,DEZ,
OSE,small_airport,Omora Airport,"147.080638889, -7.82777777778",2540,OC,PG,PG-MPL,Omora,AYOM,OSE,OOA
OSG,small_airport,Ossima Airport,"141.297305556, -2.91555555556",205,OC,PG,PG-SAN,Ossima,AYZS,OSG,OSA
OSKL,medium_airport,Kamishly Airport,"41.19139862060547, 37.020599365234375",1480,AS,SY,SY-HA,Kamishly,OSKL,KAC,
OSLK,large_airport,Bassel Al-Assad International Airport,"35.948699951171875, 35.401100158691406",157,AS,SY,SY-LA,Latakia,OSLK,LTK,
OSPR,medium_airport,Palmyra Airport,"38.316898, 34.5574",1322,AS,SY,SY-HI,Tadmur,OSPR,PMS,
OTBH,medium_airport,Al Udeid Air Base,"51.3149986267, 25.1173000336",130,AS,QA,QA-RA,Ar Rayyan,OTBH,XJD,
OTT,small_airport,Andre Maggi Airport,"-58.5819444444, -9.89861111111",900,SA,BR,BR-MT,Cotriguaçu,,OTT,
OTY,small_airport,Oria Airport,"155.771022, -6.577613",551,OC,PG,PG-CPM,Oria,,OTY,ORIA
OUM,small_airport,Oum Hadjer Airport,"19.710256, 13.278244",1198,AF,TD,TD-BA,Oum Hadjer,,OUM,
OVER,small_airport,Overturf Field,"-91.978145, 34.997736",,NA,US,US-AR,Austin,OVER,,OVERTF
OXO,small_airport,Orientos Airport,"141.5361, -28.0598",375,OC,AU,AU-QLD,Orientos,,OXO,
OYAA,medium_airport,Aden International Airport,"45.02880096435547, 12.829500198364258",7,AS,YE,YE-AD,Aden,OYAA,ADE,
OYAB,small_airport,Abbse Airport,"43.176667, 16.010833",651,AS,YE,YE-SN,Abbse,OYAB,EAB,
OYAT,medium_airport,Ataq Airport,"46.82619857788086, 14.551300048828125",3735,AS,YE,YE-AB,,OYAT,AXK,
OYBI,small_airport,Al-Bayda Airport,"45.441079, 14.105974",6120,AS,YE,YE-BA,Al-Bayda,OYBI,BYD,
OYBN,medium_airport,Beihan Airport,"45.72010040283203, 14.781999588012695",3800,AS,YE,YE-AB,,OYBN,BHN,
OYBQ,small_airport,Al-Bough Airport,"44.621700286899994, 17.3467006683",3800,AS,YE,YE-SD,Al-Bough,OYBQ,BUK,
OYGD,medium_airport,Al Ghaidah International Airport,"52.17499923706055, 16.191699981689453",134,AS,YE,YE-MR,,OYGD,AAY,
OYHD,medium_airport,Hodeidah International Airport,"42.97629928588867, 14.753000259399414",41,AS,YE,YE-HU,Hodeida,OYHD,HOD,
OYKM,small_airport,Kamaran Airport,"42.6049995422, 15.3633003235",51,AS,YE,YE-AD,Kamaran,OYKM,KAM,
OYMB,small_airport,Mareb Airport,"45.326900482177734, 15.469200134277344",3300,AS,YE,YE-MA,Mareb,OYMB,MYN,
OYMS,small_airport,Mukeiras Airport,"45.657, 13.9368",7080,AS,YE,YE-BA,Mukayras,OYMS,UKR,
OYQN,small_airport,Qishn Airport,"51.68299865722656, 15.416999816894531",98,AS,YE,YE-MR,Qishn,OYQN,IHN,
OYRN,medium_airport,Mukalla International Airport,"49.375, 14.662599563598633",54,AS,YE,YE-HD,Riyan,OYRN,RIY,
OYSH,small_airport,Sadah Airport,"43.733001708984375, 16.966999053955078",5938,AS,YE,YE-SD,Sadah,OYSH,SYE,
OYSN,medium_airport,Sana'a International Airport,"44.21969985961914, 15.476300239562988",7216,AS,YE,YE-SN,Sana'a,OYSN,SAH,
OYSQ,medium_airport,Socotra International Airport,"53.905799865722656, 12.63070011138916",146,AS,YE,YE-HD,Socotra Islands,OYSQ,SCT,
OYSY,medium_airport,Sayun International Airport,"48.78829956049999, 15.9660997391",2097,AS,YE,YE-HD,Sayun,OYSY,GXF,
OYTZ,medium_airport,Ta'izz International Airport,"44.139099121099996, 13.6859998703",4838,AS,YE,YE-TA,Ta'izz,OYTZ,TAI,
PA-0001,small_airport,Achutupo Airport,"-77.96520233150001, 8.43165969849",1047,NA,PA,PA-5,Achutupo,,ACU,
PA-0003,small_airport,Alligandi Airport,"-78.0236, 9.2226",55,NA,PA,PA-KY,Alligandi,,AIL,
PA-0004,small_airport,Carti Airport,"-79.101600647, 9.31346988678",785,NA,PA,PA-KY,Carti,,CTE,
PA-0011,small_airport,Mulatupo Airport,"-77.7331, 8.9453",15,NA,PA,PA-KY,Mulatupo,,MPP,
PA-0013,small_airport,Playón Chico Airport,"-78.235874176, 9.305184161299998",18,NA,PA,PA-KY,Playón Chico,,PYC,
PA-0017,small_airport,San Miguel Airport,"-78.9339, 8.4566",70,NA,PA,PA-8,Isla del Rey,,NMG,
PA-0022,small_airport,Yaviza Airport,"-77.687, 8.1528",75,NA,PA,PA-5,Yaviza,,PYV,
PA-BFQ,small_airport,Bahia Piña Airport,"-78.19999694824219, 7.583000183105469",14,NA,PA,PA-5,Bahia Piña,,BFQ,
PA-ELE,small_airport,EL Real Airport,"-77.7252, 8.1072",65,NA,PA,PA-5,El Real de Santa María,,ELE,
PA-OTD,small_airport,Contadora Airport,"-79.034698486328, 8.6287603378296",14,NA,PA,PA-8,Contadora Island,,OTD,
PA-SAX,small_airport,Sambu Airport,"-78.19999694824219, 8.017000198364258",32,NA,PA,PA-5,Boca de Sábalo,,SAX,
PAAK,small_airport,Atka Airport,"-174.2059937, 52.22029877",57,NA,US,US-AK,Atka,PAAK,AKB,AKA
PAAL,small_airport,Port Moller Airport,"-160.561004639, 56.0060005188",20,NA,US,US-AK,Cold Bay,PAAL,PML,1AK3
PAAQ,medium_airport,Palmer Buddy Woods Municipal Airport,"-149.08901, 61.594898",242,NA,US,US-AK,Palmer,PAAQ,PAQ,PAQ
PABA,medium_airport,Barter Island LRRS Airport,"-143.582000732, 70.1340026855",2,NA,US,US-AK,Barter Island Lrrs,PABA,BTI,BTI
PABE,medium_airport,Bethel Airport,"-161.8379974, 60.77980042",126,NA,US,US-AK,Bethel,PABE,BET,BET
PABG,small_airport,Beluga Airport,"-151.044006348, 61.1721992493",130,NA,US,US-AK,Beluga,PABG,BVU,BLG
PABI,medium_airport,Allen Army Airfield,"-145.722000122, 63.9944992065",1291,NA,US,US-AK,Delta Junction Ft Greely,PABI,BIG,BIG
PABL,medium_airport,Buckland Airport,"-161.149002075, 65.9815979004",31,NA,US,US-AK,Buckland,PABL,BKC,BVK
PABM,small_airport,Big Mountain Airport,"-155.259002686, 59.3611984253",663,NA,US,US-AK,Big Mountain,PABM,BMX,37AK
PABR,medium_airport,Wiley Post Will Rogers Memorial Airport,"-156.766008, 71.285402",44,NA,US,US-AK,Utqiaġvik,PABR,BRW,BRW
PABT,medium_airport,Bettles Airport,"-151.529007, 66.91390228",647,NA,US,US-AK,Bettles,PABT,BTT,BTT
PACD,medium_airport,Cold Bay Airport,"-162.72500610351562, 55.20610046386719",96,NA,US,US-AK,Cold Bay,PACD,CDB,CDB
PACE,small_airport,Central Airport,"-144.7830048, 65.57379913",937,NA,US,US-AK,Central,PACE,CEM,CEM
PACI,small_airport,Chalkyitsik Airport,"-143.740005493, 66.6449966431",544,NA,US,US-AK,Chalkyitsik,PACI,CIK,CIK
PACK,small_airport,Chefornak Airport,"-164.285995483, 60.1492004395",40,NA,US,US-AK,Chefornak,PACK,CYF,CFK
PACM,medium_airport,Scammon Bay Airport,"-165.570999146, 61.845298767100005",14,NA,US,US-AK,Scammon Bay,PACM,SCM,SCM
PACR,small_airport,Circle City /New/ Airport,"-144.076008, 65.830498",613,NA,US,US-AK,Circle,PACR,IRC,CRC
PACV,medium_airport,Merle K (Mudhole) Smith Airport,"-145.4779968, 60.4917984",54,NA,US,US-AK,Cordova,PACV,CDV,CDV
PACX,small_airport,Coldfoot Airport,"-150.203994751, 67.25219726559999",1042,NA,US,US-AK,Coldfoot,PACX,CXF,CXF
PACY,small_airport,Yakataga Airport,"-142.494541, 60.080974",12,NA,US,US-AK,Yakataga,PACY,CYT,0AA1
PACZ,medium_airport,Cape Romanzof LRRS Airport,"-166.0390015, 61.78030014",464,NA,US,US-AK,Cape Romanzof,PACZ,CZF,CZF
PADE,medium_airport,Deering Airport,"-162.76600647, 66.0696029663",21,NA,US,US-AK,Deering,PADE,DRG,DEE
PADG,small_airport,Red Dog Airport,"-162.899002075, 68.03209686279999",969,NA,US,US-AK,Red Dog,PADG,RDB,DGG
PADK,medium_airport,Adak Airport,"-176.64599609375, 51.87799835205078",18,NA,US,US-AK,Adak Island,PADK,ADK,ADK
PADL,medium_airport,Dillingham Airport,"-158.5050049, 59.04470062",81,NA,US,US-AK,Dillingham,PADL,DLG,DLG
PADM,medium_airport,Marshall Don Hunter Sr Airport,"-162.026000977, 61.8642997742",103,NA,US,US-AK,Marshall,PADM,MLL,MDM
PADQ,medium_airport,Kodiak Airport,"-152.4940033, 57.75",78,NA,US,US-AK,Kodiak,PADQ,ADQ,ADQ
PADU,medium_airport,Unalaska Airport,"-166.544006348, 53.900100708",22,NA,US,US-AK,Unalaska,PADU,DUT,DUT
PADY,small_airport,Kongiganak Airport,"-162.880996704, 59.960800170899994",30,NA,US,US-AK,Kongiganak,PADY,KKH,DUY
PAED,medium_airport,Elmendorf Air Force Base,"-149.8070068359375, 61.250999450683594",212,NA,US,US-AK,Anchorage,PAED,EDF,EDF
PAEE,small_airport,Eek Airport,"-162.0438843, 60.21367264",12,NA,US,US-AK,Eek,PAEE,EEK,EEK
PAEG,small_airport,Eagle Airport,"-141.151001, 64.77639771",908,NA,US,US-AK,Eagle,PAEG,EAA,EAA
PAEH,medium_airport,Cape Newenham LRRS Airport,"-162.06300354, 58.646400451699996",541,NA,US,US-AK,Cape Newenham,PAEH,EHM,EHM
PAEI,medium_airport,Eielson Air Force Base,"-147.102005, 64.66570282",547,NA,US,US-AK,Fairbanks,PAEI,EIL,EIL
PAEM,medium_airport,Emmonak Airport,"-164.4909973, 62.78609848",13,NA,US,US-AK,Emmonak,PAEM,EMK,ENM
PAEN,medium_airport,Kenai Municipal Airport,"-151.2449951171875, 60.57310104370117",99,NA,US,US-AK,Kenai,PAEN,ENA,ENA
PAEW,small_airport,Newtok Airport,"-164.64100646973, 60.939098358154",25,NA,US,US-AK,Newtok,PAEW,WWT,EWU
PAFA,large_airport,Fairbanks International Airport,"-147.8560028, 64.81510162",439,NA,US,US-AK,Fairbanks,PAFA,FAI,FAI
PAFB,medium_airport,Ladd AAF Airfield,"-147.6139984, 64.83750153",454,NA,US,US-AK,Fairbanks/Ft Wainwright,PAFB,FBK,FBK
PAFM,medium_airport,Ambler Airport,"-157.856989, 67.1063",334,NA,US,US-AK,Ambler,PAFM,ABL,AFM
PAFV,small_airport,Five Mile Airport,"-149.839996338, 65.9270019531",510,NA,US,US-AK,Five Mile,PAFV,FMC,FVM
PAFW,small_airport,Farewell Airport,"-153.893997192, 62.5065994263",1535,NA,US,US-AK,Farewell,PAFW,FWL,FWL
PAGA,medium_airport,Edward G. Pitka Sr Airport,"-156.9369965, 64.73619843",153,NA,US,US-AK,Galena,PAGA,GAL,GAL
PAGB,small_airport,Galbraith Lake Airport,"-149.490005493, 68.4796981812",2663,NA,US,US-AK,Galbraith Lake,PAGB,GBH,GBH
PAGH,small_airport,Shungnak Airport,"-157.16200256348, 66.88809967041",197,NA,US,US-AK,Shungnak,PAGH,SHG,SHG
PAGK,medium_airport,Gulkana Airport,"-145.4570007, 62.1548996",1586,NA,US,US-AK,Gulkana,PAGK,GKN,GKN
PAGL,small_airport,Golovin Airport,"-163.007003784, 64.5504989624",59,NA,US,US-AK,Golovin,PAGL,GLV,GLV
PAGM,medium_airport,Gambell Airport,"-171.73300170898438, 63.76679992675781",27,NA,US,US-AK,Gambell,PAGM,GAM,GAM
PAGQ,small_airport,Big Lake Airport,"-149.813995361, 61.536098480199996",158,NA,US,US-AK,Big Lake,PAGQ,BGQ,BGQ
PAGS,medium_airport,Gustavus Airport,"-135.7070007, 58.4253006",35,NA,US,US-AK,Gustavus,PAGS,GST,GST
PAGT,small_airport,Nightmute Airport,"-164.70100402832, 60.471000671387",4,NA,US,US-AK,Nightmute,PAGT,NME,IGT
PAGY,small_airport,Skagway Airport,"-135.3159942626953, 59.46009826660156",44,NA,US,US-AK,Skagway,PAGY,SGY,SGY
PAHC,medium_airport,Holy Cross Airport,"-159.77499389648438, 62.18830108642578",70,NA,US,US-AK,Holy Cross,PAHC,HCR,HCA
PAHL,medium_airport,Huslia Airport,"-156.3509979, 65.69789886",220,NA,US,US-AK,Huslia,PAHL,HSL,HLA
PAHN,medium_airport,Haines Airport,"-135.5240020751953, 59.24380111694336",15,NA,US,US-AK,Haines,PAHN,HNS,HNS
PAHO,medium_airport,Homer Airport,"-151.4770050048828, 59.645599365234375",84,NA,US,US-AK,Homer,PAHO,HOM,HOM
PAHP,medium_airport,Hooper Bay Airport,"-166.1470032, 61.52389908",13,NA,US,US-AK,Hooper Bay,PAHP,HPB,HPB
PAHU,small_airport,Hughes Airport,"-154.2630005, 66.04109955",299,NA,US,US-AK,Hughes,PAHU,HUS,HUS
PAHX,small_airport,Shageluk Airport,"-159.569000244, 62.6922988892",79,NA,US,US-AK,Shageluk,PAHX,SHX,SHX
PAIG,small_airport,Igiugig Airport,"-155.90199279785156, 59.32400131225586",90,NA,US,US-AK,Igiugig,PAIG,IGG,IGG
PAII,medium_airport,Egegik Airport,"-157.375, 58.1855010986",92,NA,US,US-AK,Egegik,PAII,EGX,EII
PAIK,medium_airport,Bob Baker Memorial Airport,"-160.43699646, 66.9759979248",166,NA,US,US-AK,Kiana,PAIK,IAN,IAN
PAIL,medium_airport,Iliamna Airport,"-154.9109955, 59.75439835",192,NA,US,US-AK,Iliamna,PAIL,ILI,ILI
PAIM,medium_airport,Indian Mountain LRRS Airport,"-153.7039948, 65.99279785",1273,NA,US,US-AK,Utopia Creek,PAIM,UTO,UTO
PAIN,small_airport,McKinley National Park Airport,"-148.910995483, 63.7326011658",1720,NA,US,US-AK,McKinley Park,PAIN,MCL,INR
PAIW,small_airport,Wales Airport,"-168.095, 65.622593",22,NA,US,US-AK,Wales,PAIW,WAA,IWK
PAJN,medium_airport,Juneau International Airport,"-134.5760040283203, 58.35499954223633",21,NA,US,US-AK,Juneau,PAJN,JNU,JNU
PAJZ,small_airport,Koliganek Airport,"-157.259002686, 59.726600647",269,NA,US,US-AK,Koliganek,PAJZ,KGK,JZZ
PAKD,small_airport,Kodiak Municipal Airport,"-152.37399292, 57.8059005737",139,NA,US,US-AK,Kodiak,PAKD,KDK,KDK
PAKF,small_airport,False Pass Airport,"-163.41000366210938, 54.8474006652832",20,NA,US,US-AK,False Pass,PAKF,KFP,KFP
PAKH,small_airport,Akhiok Airport,"-154.182998657, 56.9387016296",44,NA,US,US-AK,Akhiok,PAKH,AKK,AKK
PAKI,small_airport,Kipnuk Airport,"-164.031005859, 59.932998657199995",11,NA,US,US-AK,Kipnuk,PAKI,KPN,IIK
PAKK,small_airport,Koyuk Alfred Adams Airport,"-161.154006958, 64.9394989014",154,NA,US,US-AK,Koyuk,PAKK,KKA,KKA
PAKL,small_airport,Kulik Lake Airport,"-155.121002197, 58.9821014404",717,NA,US,US-AK,Kulik Lake,PAKL,LKK,LKK
PAKN,medium_airport,King Salmon Airport,"-156.6490021, 58.67679977",73,NA,US,US-AK,King Salmon,PAKN,AKN,AKN
PAKO,small_airport,Nikolski Air Station,"-168.8489990234375, 52.94160079956055",77,NA,US,US-AK,Nikolski,PAKO,IKO,IKO
PAKP,medium_airport,Anaktuvuk Pass Airport,"-151.7429962, 68.13359833",2102,NA,US,US-AK,Anaktuvuk Pass,PAKP,AKP,AKP
PAKT,medium_airport,Ketchikan International Airport,"-131.7140045, 55.35559845",89,NA,US,US-AK,Ketchikan,PAKT,KTN,KTN
PAKU,small_airport,Ugnu-Kuparuk Airport,"-149.598007202, 70.33080291750001",67,NA,US,US-AK,Kuparuk,PAKU,UUK,UBW
PAKV,small_airport,Kaltag Airport,"-158.7409973, 64.31909943",181,NA,US,US-AK,Kaltag,PAKV,KAL,KAL
PAKW,medium_airport,Klawock Airport,"-133.076004028, 55.579200744599994",80,NA,US,US-AK,Klawock,PAKW,KLW,AKW
PAKY,small_airport,Karluk Airport,"-154.449996948, 57.5671005249",137,NA,US,US-AK,Karluk,PAKY,KYK,KYK
PALB,small_airport,Larsen Bay Airport,"-153.977996826, 57.5350990295",87,NA,US,US-AK,Larsen Bay,PALB,KLN,2A3
PALG,small_airport,Kalskag Airport,"-160.34100341796875, 61.53630065917969",55,NA,US,US-AK,Kalskag,PALG,KLG,KLG
PALP,small_airport,Alpine Airstrip,"-150.945007324, 70.3442993164",18,NA,US,US-AK,Deadhorse,PALP,DQH,AK15
PALR,small_airport,Chandalar Lake Airport,"-148.483001709, 67.5045013428",1920,NA,US,US-AK,Chandalar Lake,PALR,WCR,WCR
PALU,medium_airport,Cape Lisburne LRRS Airport,"-166.1100006, 68.87509918",16,NA,US,US-AK,Cape Lisburne,PALU,LUR,LUR
PAMB,small_airport,Manokotak Airport,"-159.050003052, 58.990200042699996",100,NA,US,US-AK,Manokotak,PAMB,KMO,MBA
PAMC,medium_airport,McGrath Airport,"-155.6060028, 62.95289993",341,NA,US,US-AK,McGrath,PAMC,MCG,MCG
PAMD,small_airport,Middleton Island Airport,"-146.307006836, 59.4499015808",100,NA,US,US-AK,Middleton Island,PAMD,MDO,MDO
PAMK,small_airport,St Michael Airport,"-162.1100006, 63.49010086",98,NA,US,US-AK,St Michael,PAMK,SMK,SMK
PAML,small_airport,Manley Hot Springs Airport,"-150.643997192, 64.99759674069999",270,NA,US,US-AK,Manley Hot Springs,PAML,MLY,MLY
PAMO,small_airport,Mountain Village Airport,"-163.6820068359375, 62.095401763916016",337,NA,US,US-AK,Mountain Village,PAMO,MOU,MOU
PAMR,medium_airport,Merrill Field,"-149.843994140625, 61.2135009765625",137,NA,US,US-AK,Anchorage,PAMR,MRI,MRI
PAMX,small_airport,Mc Carthy Airport,"-142.904006958, 61.4370994568",1531,NA,US,US-AK,Mccarthy,PAMX,MXY,15Z
PAMY,medium_airport,Mekoryuk Airport,"-166.27099609375, 60.37139892578125",48,NA,US,US-AK,Mekoryuk,PAMY,MYU,MYU
PANA,small_airport,Napakiak Airport,"-161.97900390625, 60.69029998779297",17,NA,US,US-AK,Napakiak,PANA,WNA,WNA
PANC,large_airport,Ted Stevens Anchorage International Airport,"-149.99600219726562, 61.174400329589844",152,NA,US,US-AK,Anchorage,PANC,ANC,ANC
PANI,medium_airport,Aniak Airport,"-159.54299926757812, 61.581600189208984",88,NA,US,US-AK,Aniak,PANI,ANI,ANI
PANN,medium_airport,Nenana Municipal Airport,"-149.07400512695312, 64.54730224609375",362,NA,US,US-AK,Nenana,PANN,ENN,ENN
PANO,small_airport,Nondalton Airport,"-154.8390045166, 59.980201721191",314,NA,US,US-AK,Nondalton,PANO,NNL,5NN
PANT,medium_airport,Annette Island Airport,"-131.57200622558594, 55.04240036010742",119,NA,US,US-AK,Annette,PANT,ANN,ANN
